consolidated_cleaned_research_request,fy_fq_requests_removed,missing_quarter_requests_removed,new_fact_count,new_wave,old_fact_count,old_wave,remaining_facts,source_semantics_requests_removed,structural_review_still_required,ticker
"Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,IRON
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,IRT
"Research official issuer sources for FY2025 Q1. Verify EBIT, Total Debt. Do not research other fields.",0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|TOTAL_DEBT,0,NO,IRWD
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,ISPC
Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.,0,2,7,P2_LATEST4Q,9,P2_LATEST4Q,TOTAL_DEBT,0,NO,ISRG
Research official issuer sources for FY2024 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.,0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,0,YES,IVDA
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,IVT
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,IVVD
Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,0,YES,J
Research official issuer sources for FY2024 Q2. Verify target collision evidence. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TARGET_COLLISION_EVIDENCE,0,YES,JACK
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,JAGX
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,JANX
"Research official issuer sources for FY2024 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,JBGS
"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.",0,2,14,P3_LATEST8Q,16,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,JBIO
Research official issuer sources for FY2024 Q2. Verify Cash. Do not research other fields.,0,2,1,P3_LATEST8Q,3,P3_LATEST8Q,CASH,0,NO,JBTM
"Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,JCI
"Research official issuer sources for FY2026 Q1. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2026 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P2_LATEST4Q,5,P2_LATEST4Q,EBIT_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,JKHY
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,JOBY
"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,0,7,P3_LATEST8Q,7,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,YES,JSPR
"Research official issuer sources for FY2024 Q2. Verify first-public result publication date, lineage/source ownership evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|TOTAL_DEBT,0,NO,JTAI
"Research official issuer sources for FY2024 Q2. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,KALA
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Cash, FCF, OCF required to derive FCF, source semantics confirmation, Total Debt. Do not research other fields.",0,2,9,P3_LATEST8Q,11,P3_LATEST8Q,CASH|EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,KBH
"Research official issuer sources for FY2023 Q3. Verify EBIT, lineage/source ownership evidence, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,9,P3_LATEST8Q,9,P3_LATEST8Q,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,0,YES,KD
"Research official issuer sources for FY2024 Q1. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,KELYA
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,KEYS
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,YES,KITT
"Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,KLAC
"Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,KLIC
"Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, first-public result publication date, Revenue, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.",0,0,13,P2_LATEST4Q,13,P2_LATEST4Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,KLRS
"Research official issuer sources for FY2026 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2026 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2026 Q4. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,17,P2_LATEST4Q,17,P2_LATEST4Q,EBIT_DIRECT|LINEAGE_OWNERSHIP_EVIDENCE|MISSING_QUARTER_EXISTENCE|SOURCE_SEMANTICS_CONFIRMATION|TARGET_COLLISION_EVIDENCE,0,YES,KMX
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,KNSA
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,1,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,KNTK
"Research official issuer sources for FY2024 Q1. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,2,6,P3_LATEST8Q,8,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,KOD
"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, EBIT, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,KODK
"Research official issuer sources for FY2024 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,KOPN
"Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,KOS
Research official issuer sources for FY2023 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.,0,3,3,P3_LATEST8Q,6,P3_LATEST8Q,TOTAL_DEBT,0,NO,KOSS
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,KPTI
Research official issuer sources for FY2024 Q2. Verify target collision evidence. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TARGET_COLLISION_EVIDENCE,0,YES,KR
"Research official issuer sources for FY2024 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,KRC
"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, EBIT, FCF, OCF required to derive FCF, Revenue, source semantics confirmation. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,KRG
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,KRMD
"Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,KRO
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,KROS
,0,1,0,NO_EXTERNAL_RESEARCH_NEEDED,1,P3_LATEST8Q,,0,NO,KRP
Research official issuer sources for FY2024 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,3,2,P3_LATEST8Q,5,P3_LATEST8Q,TOTAL_DEBT,0,NO,KRRO
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,KRUS
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,TOTAL_DEBT,0,NO,KRYS
Research official issuer sources for FY2025 Q1. Verify missing quarter existence/source evidence. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,0,YES,KTOS
Research official issuer sources for FY2024 Q1. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Revenue. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue. Do not research other fields.,0,1,3,P3_LATEST8Q,4,P3_LATEST8Q,REVENUE,0,NO,KURA
"Research official issuer sources for FY2023 Q4. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify missing quarter existence/source evidence. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,KVYO
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,KYMR
"Research official issuer sources for FY2024 Q2. Verify first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify first-public result publication date, lineage/source ownership evidence, Revenue, Total Debt. Do not research other fields.",0,0,8,P3_LATEST8Q,8,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE|LINEAGE_OWNERSHIP_EVIDENCE|REVENUE|TOTAL_DEBT,0,NO,KYTX
Research official issuer sources for FY2023 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.,0,3,2,P3_LATEST8Q,5,P3_LATEST8Q,TOTAL_DEBT,0,NO,LAB
"Research official issuer sources for FY2024 Q4. Verify Cash, Total Debt. Do not research other fields.",0,0,2,P3_LATEST8Q,2,P3_LATEST8Q,CASH|TOTAL_DEBT,0,NO,LAC
"Research official issuer sources for FY2025 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.",0,2,14,P2_LATEST4Q,16,P2_LATEST4Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,LADR
"Research official issuer sources for FY2025 Q4. Verify EBIT, Revenue, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,EBIT_DIRECT|REVENUE|TOTAL_DEBT,0,YES,LAKE
"Research official issuer sources for FY2024 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,LAND
"Research official issuer sources for FY2022 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.",0,3,10,P3_LATEST8Q,13,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,LASE
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,TOTAL_DEBT,0,NO,LASR
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,LAW
"Research official issuer sources for FY2025 Q1. Verify EBIT, FCF, OCF required to derive FCF, Revenue, source semantics confirmation. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|FCF_DIRECT|OCF_FOR_FCF|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,0,NO,LBRDA
Research official issuer sources for FY2024 Q2. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.,0,2,3,P3_LATEST8Q,5,P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,0,NO,LBTYK
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify missing quarter existence/source evidence, target collision evidence, Total Debt. Do not research other fields.",0,0,6,P3_LATEST8Q,6,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TARGET_COLLISION_EVIDENCE|TOTAL_DEBT,0,YES,LDOS
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, source semantics confirmation. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION,0,NO,LEG
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, EBIT, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify EBIT, source semantics confirmation. Do not research other fields.",0,2,7,P3_LATEST8Q,9,P3_LATEST8Q,CASH|EBIT_DIRECT|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,LEN
"Research official issuer sources for FY2024 Q1. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,1,6,P3_LATEST8Q,7,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,LENZ
"Research official issuer sources for FY2023 Q4. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Cash, missing quarter existence/source evidence, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Cash, Total Debt. Do not research other fields.",0,0,7,P3_LATEST8Q,7,P3_LATEST8Q,CASH|MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,LEXX
"Research official issuer sources for FY2023 Q4. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q1. Verify Revenue. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,CAPEX_FOR_FCF|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION,0,YES,LFCR
Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,LFMD
Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence. Do not research other fields.,0,0,1,P3_LATEST8Q,1,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,0,YES,LFST
Research official issuer sources for FY2024 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.,0,2,2,P3_LATEST8Q,4,P3_LATEST8Q,TOTAL_DEBT,0,NO,LFVN
"Research official issuer sources for FY2025 Q1. Verify FCF, OCF required to derive FCF, source semantics confirmation, Total Debt. Do not research other fields.",0,1,4,P3_LATEST8Q,5,P3_LATEST8Q,FCF_DIRECT|OCF_FOR_FCF|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,LGIH
"Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,3,P3_LATEST8Q,3,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,LGND
"Research official issuer sources for FY2026 Q1. Verify first-public result publication date. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,2,3,P2_LATEST4Q,5,P2_LATEST4Q,FIRST_PUBLIC_PUBLISH_DATE|REVENUE|TOTAL_DEBT,0,NO,LILA
"Research official issuer sources for FY2024 Q2. Verify Revenue, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Revenue, Total Debt. Do not research other fields.",0,2,4,P3_LATEST8Q,6,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,LILAK
"Research official issuer sources for FY2024 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify missing quarter existence/source evidence, Total Debt. Do not research other fields.",0,0,4,P3_LATEST8Q,4,P3_LATEST8Q,MISSING_QUARTER_EXISTENCE|TOTAL_DEBT,0,YES,LINC
"Research official issuer sources for FY2022 Q4. Verify Capex required to derive FCF, Cash, EBIT, FCF, first-public result publication date, OCF required to derive FCF, Revenue, Shares Outstanding, source semantics confirmation, Total Debt. Do not research other fields.",0,1,10,P3_LATEST8Q,11,P3_LATEST8Q,CAPEX_FOR_FCF|CASH|EBIT_DIRECT|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|OCF_FOR_FCF|REVENUE|SHARES_OUTSTANDING|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,LION
"Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q1. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2026 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q2. Verify first-public result publication date, Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.",0,0,12,P2_LATEST4Q,12,P2_LATEST4Q,CAPEX_FOR_FCF|FCF_DIRECT|FIRST_PUBLIC_PUBLISH_DATE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,LITS
"Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation, Total Debt. Do not research other fields.; Research official issuer sources for FY2024 Q4. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2025 Q1. Verify Total Debt. Do not research other fields.",0,0,15,P2_LATEST4Q,15,P2_LATEST4Q,CAPEX_FOR_FCF|EBIT_DIRECT|FCF_DIRECT|REVENUE|SOURCE_SEMANTICS_CONFIRMATION|TOTAL_DEBT,0,NO,LIXT
"Research official issuer sources for FY2025 Q1. Verify Revenue, Total Debt. Do not research other fields.",0,1,2,P3_LATEST8Q,3,P3_LATEST8Q,REVENUE|TOTAL_DEBT,0,NO,LKQ
"Research official issuer sources for FY2024 Q2. Verify EBIT, source semantics confirmation. Do not research other fields.; Research official issuer sources for FY2024 Q3. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation. Do not research other fields.",0,0,5,P3_LATEST8Q,5,P3_LATEST8Q,EBIT_DIRECT|MISSING_QUARTER_EXISTENCE|SOURCE_SEMANTICS_CONFIRMATION,0,YES,LLY
