affected_downstream_layers,closure_dependency,company_id,confidence,current_period_end,current_publish_date,current_ttm_impact,downstream_layer_count,evidence_types_needed,exact_information_needed,existing_local_evidence_summary,fact_count,first_batch_score,fiscal_quarter,fiscal_year,lifecycle_impact,preferred_source_type,priority,quarter_position_latest8q,research_request,research_task_id,score_impact,status,structural_warning,ticker,valuation_impact,why_needed
Latest8Q closure,TOTAL_DEBT,556,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2026-03-31,2026-04-30,NO,0,TOTAL_DEBT,Verify Total Debt for FY2026 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q1,2026,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,Research official issuer sources for FY2026 Q1. Verify Total Debt. Do not research other fields.,P8H-2-0100,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,COUR,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,591,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q3,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q3,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.,P8H-2-0101,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CRTO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,593,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-07,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.,P8H-2-0102,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CRVO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,593,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-03-13,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.,P8H-2-0103,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CRVO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,593,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2026-03-31,2026-05-15,NO,0,TOTAL_DEBT,Verify Total Debt for FY2026 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q1,2026,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,Research official issuer sources for FY2026 Q1. Verify Total Debt. Do not research other fields.,P8H-2-0104,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CRVO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,643,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-09-30,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q3,Phase 8G issue=PUBLISH_BEFORE_OR_ON_PERIOD_END; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q3,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.,P8H-2-0105,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,CWST,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,649,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-12,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.,P8H-2-0106,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CYCN,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,649,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-03-31,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.,P8H-2-0107,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,CYCN,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,689,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q2,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q2,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,P8H-2-0110,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,DGXX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,689,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q3,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q3,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.,P8H-2-0111,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,DGXX,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,707,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2026-01-31,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q4,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=WEEK_BASED_52_53,1,5,Q4,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,2,Research official issuer sources for FY2025 Q4. Verify first-public result publication date. Do not research other fields.,P8H-2-0112,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,DLTH,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,722,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q3,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q3,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.,P8H-2-0113,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,DOLE,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,739,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-19,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.,P8H-2-0114,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,DTST,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,739,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-04-14,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.,P8H-2-0115,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,DTST,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,779,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2026-05-01,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2026 Q1,Phase 8G issue=PUBLISH_SEQUENCE_CONFLICT; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=FIXED_DATE_FISCAL_YEAR,1,5,Q1,2026,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,Research official issuer sources for FY2026 Q1. Verify first-public result publication date. Do not research other fields.,P8H-2-0119,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,EL,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,779,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-02-05,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2026 Q2,Phase 8G issue=PUBLISH_SEQUENCE_CONFLICT; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=FIXED_DATE_FISCAL_YEAR,1,5,Q2,2026,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,2,Research official issuer sources for FY2026 Q2. Verify first-public result publication date. Do not research other fields.,P8H-2-0120,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,EL,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,780,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-13,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.,P8H-2-0121,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,ELAB,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,MISSING_QUARTER_EXISTENCE,859,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-07-08,NO,0,MISSING_QUARTER_EXISTENCE,Verify missing quarter existence/source evidence for FY2025 Q2,Phase 8G issue=MISSING_QUARTER|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_MISSING_QUARTER_SOURCE; structural context=OTHER_VERIFIED,1,5,Q2,2025,NO,"issuer IR release, annual report, or financial reports page",P2_LATEST4Q,4,Research official issuer sources for FY2025 Q2. Verify missing quarter existence/source evidence. Do not research other fields.,P8H-2-0124,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,EXPO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,MISSING_QUARTER_EXISTENCE,859,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-10-07,NO,0,MISSING_QUARTER_EXISTENCE,Verify missing quarter existence/source evidence for FY2025 Q3,Phase 8G issue=MISSING_QUARTER|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_MISSING_QUARTER_SOURCE; structural context=OTHER_VERIFIED,1,5,Q3,2025,NO,"issuer IR release, annual report, or financial reports page",P2_LATEST4Q,3,Research official issuer sources for FY2025 Q3. Verify missing quarter existence/source evidence. Do not research other fields.,P8H-2-0125,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,EXPO,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,885,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-11,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q2,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q2. Verify Total Debt. Do not research other fields.,P8H-2-0129,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FF,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,885,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-10,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.,P8H-2-0130,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FF,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,886,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q2,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q2,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,P8H-2-0131,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FFAI,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,891,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,2025-08-13,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q2,Phase 8G issue=PUBLISH_SEQUENCE_CONFLICT; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q2,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,P8H-2-0132,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FIEE,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,891,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q3,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q3,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.,P8H-2-0133,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FIEE,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,927,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-03-31,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q1,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q1,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q1. Verify first-public result publication date. Do not research other fields.,P8H-2-0134,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FRGT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,927,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q2,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q2,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,P8H-2-0135,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FRGT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,927,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q3,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q3,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,2,Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.,P8H-2-0136,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FRGT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,937,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q2,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q2,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,P8H-2-0137,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,FTFT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,977,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-10-22,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q3. Verify Total Debt. Do not research other fields.,P8H-2-0138,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,GEV,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,998,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q2,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q2,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,P8H-2-0139,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,GNLN,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT,1013,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,2025-11-05,NO,0,EBIT_DIRECT,Verify EBIT for FY2025 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT; structural context=CALENDAR_YEAR,1,25,Q3,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q3. Verify EBIT. Do not research other fields.,P8H-2-0140,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,GPMT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT,1013,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-03-02,NO,0,EBIT_DIRECT,Verify EBIT for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT; structural context=CALENDAR_YEAR,1,25,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q4. Verify EBIT. Do not research other fields.,P8H-2-0141,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,GPMT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,EBIT_DIRECT,1013,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2026-03-31,2026-05-05,NO,0,EBIT_DIRECT,Verify EBIT for FY2026 Q1,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_EBIT; structural context=CALENDAR_YEAR,1,25,Q1,2026,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,Research official issuer sources for FY2026 Q1. Verify EBIT. Do not research other fields.,P8H-2-0142,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,GPMT,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,1028,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-06-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q2,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q2,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,4,Research official issuer sources for FY2025 Q2. Verify first-public result publication date. Do not research other fields.,P8H-2-0143,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,GTEC,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,FIRST_PUBLIC_PUBLISH_DATE,1028,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-09-30,,NO,0,FIRST_PUBLIC_PUBLISH_DATE,Verify first-public result publication date for FY2025 Q3,Phase 8G issue=PUBLISH_DATE_MISSING; source dependency=NEED_FIRST_PUBLIC_RESULT_DATE; structural context=CALENDAR_YEAR,1,5,Q3,2025,NO,issuer Investor Relations earnings release/archive,P2_LATEST4Q,3,Research official issuer sources for FY2025 Q3. Verify first-public result publication date. Do not research other fields.,P8H-2-0144,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,GTEC,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,1030,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-07-31,2025-09-04,NO,0,TOTAL_DEBT,Verify Total Debt for FY2026 Q2,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT; structural context=FIXED_DATE_FISCAL_YEAR,1,25,Q2,2026,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,4,Research official issuer sources for FY2026 Q2. Verify Total Debt. Do not research other fields.,P8H-2-0145,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,GTLB,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,1030,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-10-31,2025-12-03,NO,0,TOTAL_DEBT,Verify Total Debt for FY2026 Q3,Phase 8G issue=PRIMARY_CORE_INCOMPLETE; source dependency=NEED_DEBT; structural context=FIXED_DATE_FISCAL_YEAR,1,25,Q3,2026,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,3,Research official issuer sources for FY2026 Q3. Verify Total Debt. Do not research other fields.,P8H-2-0146,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,STRUCTURAL_REVIEW_ALSO_REQUIRED,GTLB,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
Latest8Q closure,TOTAL_DEBT,1041,EXTERNAL_OFFICIAL_EVIDENCE_REQUIRED,2025-12-31,2026-03-17,NO,0,TOTAL_DEBT,Verify Total Debt for FY2025 Q4,Phase 8G issue=PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE; source dependency=NEED_DEBT; structural context=CALENDAR_YEAR,1,25,Q4,2025,NO,issuer quarterly/annual report; SEC filing/XBRL only as fallback,P2_LATEST4Q,2,Research official issuer sources for FY2025 Q4. Verify Total Debt. Do not research other fields.,P8H-2-0149,NO,READY_FOR_EXTERNAL_RESEARCH_CLEANED,,GXAI,NO,Required to close downstream-critical latest8Q gaps for TTM / Score / Lifecycle / Valuation
