affected_fy_fq,company_id,current_evidence,evidence_that_would_resolve_it,exact_decision_needed,external_research_also_required,fy_fq_locally_resolved,issue,priority,status,structural_category,structural_decision_remaining,structural_task_id,ticker
FY2025Q3,1102,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0443,HSIC
FY2025Q2,1102,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: verify missing adjacent fiscal quarter source ; FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0444,HSIC
FY2026Q1,1114,UNRESOLVED|UNRESOLVED,NEED_GROSS_PROFIT|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need Gross Profit ; FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0445,HURA
FY2024Q3,1114,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_CAPEX|NEED_DEBT|NEED_EBIT|NEED_EBITDA|NEED_FCF|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_GROSS_PROFIT|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_OPERATING_INCOME|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q3: need EBIT ; FY2024Q3: need FCF ; FY2024Q3: need Debt ; FY2024Q3: need Gross Profit ; FY2024Q3: need Operating Income ; FY2024Q3: need EBITDA ; FY2024Q3: need Capex ; FY2024Q3: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2024Q3: need first-public result date ; FY2024Q3: target FY/FQ collision requires reconciliation ; FY2024Q3: Need Capex to derive FCF,YES,NO,FQ_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0446,HURA
FY2024Q1,1114,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_CAPEX|NEED_DEBT|NEED_EBIT|NEED_EBITDA|NEED_FCF|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_GROSS_PROFIT|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_OPERATING_INCOME|NEED_REVENUE|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q1: need Revenue ; FY2024Q1: need EBIT ; FY2024Q1: need FCF ; FY2024Q1: need Debt ; FY2024Q1: need Gross Profit ; FY2024Q1: need Operating Income ; FY2024Q1: need EBITDA ; FY2024Q1: need Capex ; FY2024Q1: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2024Q1: need first-public result date ; FY2024Q1: target FY/FQ collision requires reconciliation ; FY2024Q1: Need Capex to derive FCF,YES,NO,FY_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0447,HURA
FY2023Q4,1114,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_CAPEX|NEED_DEBT|NEED_EBIT|NEED_EBITDA|NEED_FCF|NEED_GROSS_PROFIT|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_OPERATING_INCOME|NEED_REVENUE|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION,FY2023Q4: need Revenue ; FY2023Q4: need EBIT ; FY2023Q4: need FCF ; FY2023Q4: need Debt ; FY2023Q4: need Gross Profit ; FY2023Q4: need Operating Income ; FY2023Q4: need EBITDA ; FY2023Q4: need Capex ; FY2023Q4: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2023Q4: target FY/FQ collision requires reconciliation ; FY2023Q4: Need Capex to derive FCF,YES,NO,FQ_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0448,HURA
FY2026Q2,1117,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0449,HWH
FY2026Q1,1117,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0450,HWH
FY2024Q3,1117,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_CASH|NEED_DEBT|NEED_EBIT|NEED_EBITDA|NEED_FIRST_PUBLIC_RESULT_DATE|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_OPERATING_INCOME|NEED_SHARES|NEED_TARGET_COLLISION_RESOLUTION,FY2024Q3: need EBIT ; FY2024Q3: need Cash ; FY2024Q3: need Debt ; FY2024Q3: need Shares ; FY2024Q3: need Operating Income ; FY2024Q3: need EBITDA ; FY2024Q3: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2024Q3: need first-public result date ; FY2024Q3: target FY/FQ collision requires reconciliation,YES,NO,FY_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|PUBLISH_DATE_MISSING|SECONDARY_FIELDS_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0451,HWH
FY2025Q3,1118,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2025Q3: need transition/stub calendar decision ; FY2025Q3: need official period_end ; FY2025Q3: confirm sequence semantics ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0452,HWKN
FY2025Q2,1118,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2025Q2: need transition/stub calendar decision ; FY2025Q2: need official period_end ; FY2025Q2: confirm sequence semantics ; FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0453,HWKN
FY2025Q1,1118,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2025Q1: need transition/stub calendar decision ; FY2025Q1: need official period_end ; FY2025Q1: confirm sequence semantics ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0454,HWKN
FY2024Q4,1118,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_EBIT|NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2024Q4: need EBIT ; FY2024Q4: need transition/stub calendar decision ; FY2024Q4: need official period_end ; FY2024Q4: confirm sequence semantics ; FY2024Q4: target FY/FQ collision requires reconciliation ; FY2024Q4: Need approved issuer/company-specific EBIT rule; do not blanket map Operating Income,YES,NO,PERIOD_END_TRANSITION_REVIEW|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0455,HWKN
FY2024Q1,1118,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_OFFICIAL_PERIOD_END|NEED_SOURCE_SEMANTICS_CONFIRMATION|NEED_TARGET_COLLISION_RESOLUTION|NEED_TRANSITION_CALENDAR_EVIDENCE,FY2024Q1: need transition/stub calendar decision ; FY2024Q1: need official period_end ; FY2024Q1: confirm sequence semantics ; FY2024Q1: target FY/FQ collision requires reconciliation,YES,NO,PERIOD_END_TRANSITION_REVIEW|TARGET_COLLISION|TRANSITION_REVIEW|TRANSITION_SEQUENCE,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,CALENDAR_TRANSITION,YES,P8H-S-0456,HWKN
FY2025Q3,1134,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0457,ICHR
FY2025Q2,1134,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0458,ICHR
FY2025Q1,1134,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0459,ICHR
FY2026Q2,1138,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0460,IDCC
FY2026Q1,1138,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0461,IDCC
FY2025Q3,1149,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0462,IIIN
FY2025Q2,1149,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0463,IIIN
FY2025Q1,1149,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: need Debt ; FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|PRIMARY_CORE_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0464,IIIN
FY2026Q2,1151,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0465,IIPR
FY2026Q1,1151,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0466,IIPR
FY2026Q1,1153,UNRESOLVED|UNRESOLVED,NEED_CAPEX|NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need Capex ; FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,SECONDARY_FIELDS_INCOMPLETE|UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0467,ILLR
FY2025Q3,1154,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0468,ILMN
FY2025Q2,1154,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,NO,NO,TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0469,ILMN
FY2025Q1,1154,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0470,ILMN
FY2025Q3,1158,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0471,IMKTA
FY2025Q1,1164,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_DEBT|NEED_GROSS_PROFIT|NEED_LOCAL_LINEAGE_RECONCILIATION|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: need Debt ; FY2025Q1: need Gross Profit ; FY2025Q1: reconcile stored FY/FQ against direct exact fiscal anchor ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,FY_CONFLICT_DIRECT_EXACT|PRIMARY_CORE_INCOMPLETE|SECONDARY_FIELDS_INCOMPLETE|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0472,IMVT
FY2026Q1,1165,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0473,IMXI
FY2026Q2,1181,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0474,INSE
FY2026Q1,1181,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0475,INSE
FY2026Q2,1183,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0476,INSM
FY2026Q1,1183,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0477,INSM
FY2025Q3,1187,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0478,INTC
FY2025Q2,1187,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,NO,NO,TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0479,INTC
FY2025Q1,1187,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,NO,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0480,INTC
FY2026Q2,1192,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0481,IOVA
FY2026Q1,1192,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0482,IOVA
FY2026Q2,1197,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q2: need official fiscal year start and FY/FQ identity ; FY2026Q2: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0483,IPI
FY2026Q1,1197,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0484,IPI
FY2026Q1,1215,UNRESOLVED|UNRESOLVED,NEED_OFFICIAL_FISCAL_YEAR_START|NEED_OFFICIAL_FY_FQ_IDENTITY|NEED_SOURCE_SEMANTICS_CONFIRMATION,FY2026Q1: need official fiscal year start and FY/FQ identity ; FY2026Q1: confirm sequence semantics,YES,NO,UNRESOLVED_BOUNDARY|UNRESOLVED_SEQUENCE,P1_CURRENT,STRUCTURAL_REVIEW_SEPARATE,SOURCE_SEMANTIC_AMBIGUITY,YES,P8H-S-0485,IVDA
FY2025Q3,1219,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0486,J
FY2025Q3,1220,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q3: verify missing adjacent fiscal quarter source ; FY2025Q3: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P2_LATEST4Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0487,JACK
FY2025Q2,1220,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_TARGET_COLLISION_RESOLUTION,FY2025Q2: target FY/FQ collision requires reconciliation,YES,NO,TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0488,JACK
FY2025Q1,1220,DIRECT_EXACT_INTERVAL|TARGET_DIFFERENT_ECONOMIC,NEED_MISSING_QUARTER_SOURCE|NEED_TARGET_COLLISION_RESOLUTION,FY2025Q1: verify missing adjacent fiscal quarter source ; FY2025Q1: target FY/FQ collision requires reconciliation,YES,NO,MISSING_QUARTER|TARGET_COLLISION,P3_LATEST8Q,STRUCTURAL_REVIEW_SEPARATE,TARGET_DIFFERENT_ECONOMIC,YES,P8H-S-0489,JACK
