evidence_type,exact_anchor_coverage,fiscal_quarter,fiscal_year,keep_external,local_fq_status,local_fy_status,local_sequence_status,original_request,priority,remaining_external_requirement,removal_reason,research_task_id,structural_boundary_status,ticker
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0163,NO_STRUCTURAL_BOUNDARY,ALT
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0164,NO_STRUCTURAL_BOUNDARY,ALT
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0164,NO_STRUCTURAL_BOUNDARY,ALT
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0164,NO_STRUCTURAL_BOUNDARY,ALT
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0164,NO_STRUCTURAL_BOUNDARY,ALT
CASH,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,CASH,,P8H-3-0181,STRUCTURAL_OR_BOUNDARY_REVIEW,AMIX
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-0181,STRUCTURAL_OR_BOUNDARY_REVIEW,AMIX
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,,P8H-3-0181,STRUCTURAL_OR_BOUNDARY_REVIEW,AMIX
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0181,STRUCTURAL_OR_BOUNDARY_REVIEW,AMIX
EBIT_DIRECT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,EBIT_DIRECT,,P8H-3-0192,NO_STRUCTURAL_BOUNDARY,AMPL
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,NO,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,,MISSING_QUARTER_ALREADY_IDENTIFIED_LOCALLY,P8H-3-0192,NO_STRUCTURAL_BOUNDARY,AMPL
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0192,NO_STRUCTURAL_BOUNDARY,AMPL
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify EBIT, missing quarter existence/source evidence, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0192,NO_STRUCTURAL_BOUNDARY,AMPL
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0227,NO_STRUCTURAL_BOUNDARY,ANVS
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0227,NO_STRUCTURAL_BOUNDARY,ANVS
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0227,NO_STRUCTURAL_BOUNDARY,ANVS
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0227,NO_STRUCTURAL_BOUNDARY,ANVS
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0228,NO_STRUCTURAL_BOUNDARY,ANVS
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0228,NO_STRUCTURAL_BOUNDARY,ANVS
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0228,NO_STRUCTURAL_BOUNDARY,ANVS
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, source semantics confirmation, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0228,NO_STRUCTURAL_BOUNDARY,ANVS
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0257,NO_STRUCTURAL_BOUNDARY,AREB
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0257,NO_STRUCTURAL_BOUNDARY,AREB
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-0257,NO_STRUCTURAL_BOUNDARY,AREB
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q1,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q1. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0257,NO_STRUCTURAL_BOUNDARY,AREB
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0258,NO_STRUCTURAL_BOUNDARY,AREB
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0258,NO_STRUCTURAL_BOUNDARY,AREB
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-0258,NO_STRUCTURAL_BOUNDARY,AREB
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, first-public result publication date, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0258,NO_STRUCTURAL_BOUNDARY,AREB
FISCAL_TRANSITION_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q2,2025,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q2. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,FISCAL_TRANSITION_EVIDENCE,,P8H-3-0339,STRUCTURAL_OR_BOUNDARY_REVIEW,AVY
OFFICIAL_PERIOD_END,ADJACENT_EXACT_ANCHORS,Q2,2025,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q2. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,OFFICIAL_PERIOD_END,,P8H-3-0339,STRUCTURAL_OR_BOUNDARY_REVIEW,AVY
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2025,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q2. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0339,STRUCTURAL_OR_BOUNDARY_REVIEW,AVY
TARGET_COLLISION_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q2,2025,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q2. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,TARGET_COLLISION_EVIDENCE,,P8H-3-0339,STRUCTURAL_OR_BOUNDARY_REVIEW,AVY
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q1,2025,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0349,NO_STRUCTURAL_BOUNDARY,BAER
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q1,2025,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0349,NO_STRUCTURAL_BOUNDARY,BAER
OCF_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q1,2025,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,OCF_FOR_FCF,,P8H-3-0349,NO_STRUCTURAL_BOUNDARY,BAER
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q1,2025,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2025 Q1. Verify Capex required to derive FCF, FCF, OCF required to derive FCF, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0349,NO_STRUCTURAL_BOUNDARY,BAER
EBIT_DIRECT,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,EBIT_DIRECT,,P8H-3-0372,STRUCTURAL_OR_BOUNDARY_REVIEW,BBW
LINEAGE_OWNERSHIP_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,LINEAGE_OWNERSHIP_EVIDENCE,,P8H-3-0372,STRUCTURAL_OR_BOUNDARY_REVIEW,BBW
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0372,STRUCTURAL_OR_BOUNDARY_REVIEW,BBW
TARGET_COLLISION_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,TARGET_COLLISION_EVIDENCE,,P8H-3-0372,STRUCTURAL_OR_BOUNDARY_REVIEW,BBW
EBIT_DIRECT,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,EBIT_DIRECT,,P8H-3-0373,STRUCTURAL_OR_BOUNDARY_REVIEW,BBY
LINEAGE_OWNERSHIP_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,LINEAGE_OWNERSHIP_EVIDENCE,,P8H-3-0373,STRUCTURAL_OR_BOUNDARY_REVIEW,BBY
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0373,STRUCTURAL_OR_BOUNDARY_REVIEW,BBY
TARGET_COLLISION_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,TARGET_COLLISION_EVIDENCE,,P8H-3-0373,STRUCTURAL_OR_BOUNDARY_REVIEW,BBY
CAPEX_FOR_FCF,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,CAPEX_FOR_FCF,,P8H-3-0389,NO_STRUCTURAL_BOUNDARY,BFRG
FCF_DIRECT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,FCF_DIRECT,,P8H-3-0389,NO_STRUCTURAL_BOUNDARY,BFRG
REVENUE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,REVENUE,,P8H-3-0389,NO_STRUCTURAL_BOUNDARY,BFRG
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_RESOLVED_LOCAL_HIGH,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Capex required to derive FCF, FCF, Revenue, source semantics confirmation. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0389,NO_STRUCTURAL_BOUNDARY,BFRG
CASH,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,CASH,,P8H-3-0439,STRUCTURAL_OR_BOUNDARY_REVIEW,BOF
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-0439,STRUCTURAL_OR_BOUNDARY_REVIEW,BOF
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,,P8H-3-0439,STRUCTURAL_OR_BOUNDARY_REVIEW,BOF
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0439,STRUCTURAL_OR_BOUNDARY_REVIEW,BOF
CASH,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,CASH,,P8H-3-0440,STRUCTURAL_OR_BOUNDARY_REVIEW,BOF
FIRST_PUBLIC_PUBLISH_DATE,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,FIRST_PUBLIC_PUBLISH_DATE,,P8H-3-0440,STRUCTURAL_OR_BOUNDARY_REVIEW,BOF
MISSING_QUARTER_EXISTENCE,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,MISSING_QUARTER_EXISTENCE,,P8H-3-0440,STRUCTURAL_OR_BOUNDARY_REVIEW,BOF
TOTAL_DEBT,ADJACENT_EXACT_ANCHORS,Q3,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q3. Verify Cash, first-public result publication date, missing quarter existence/source evidence, Total Debt. Do not research other fields.",P3_LATEST8Q,TOTAL_DEBT,,P8H-3-0440,STRUCTURAL_OR_BOUNDARY_REVIEW,BOF
EBIT_DIRECT,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,EBIT_DIRECT,,P8H-3-0442,STRUCTURAL_OR_BOUNDARY_REVIEW,BOOT
LINEAGE_OWNERSHIP_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,LINEAGE_OWNERSHIP_EVIDENCE,,P8H-3-0442,STRUCTURAL_OR_BOUNDARY_REVIEW,BOOT
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0442,STRUCTURAL_OR_BOUNDARY_REVIEW,BOOT
TARGET_COLLISION_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q4,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q4. Verify EBIT, lineage/source ownership evidence, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,TARGET_COLLISION_EVIDENCE,,P8H-3-0442,STRUCTURAL_OR_BOUNDARY_REVIEW,BOOT
FISCAL_TRANSITION_EVIDENCE,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,FISCAL_TRANSITION_EVIDENCE,,P8H-3-0444,STRUCTURAL_OR_BOUNDARY_REVIEW,BOX
OFFICIAL_PERIOD_END,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,OFFICIAL_PERIOD_END,,P8H-3-0444,STRUCTURAL_OR_BOUNDARY_REVIEW,BOX
SOURCE_SEMANTICS_CONFIRMATION,ADJACENT_EXACT_ANCHORS,Q2,2024,YES,FQ_REQUIRES_REVIEW,FY_RESOLVED_DIRECT_EXACT,,"Research official issuer sources for FY2024 Q2. Verify fiscal transition evidence, official period_end, source semantics confirmation, target collision evidence. Do not research other fields.",P3_LATEST8Q,SOURCE_SEMANTICS_CONFIRMATION,,P8H-3-0444,STRUCTURAL_OR_BOUNDARY_REVIEW,BOX
